t,Adoption_ActiveAddresses,Adoption_TxCount,Distribution_MinerRevenue,Market_HashRate,Market_Difficulty
2022-06-14,717234.0,272503.0,21082032.12089888,200216961.44165352,30283293547737.0
2022-06-15,717234.0,296312.0,22563087.3790371,248389463.44265285,30283293547737.0
2022-06-16,662185.0,296312.0,22563087.3790371,248389463.44265285,30283293547737.0
2022-06-17,662185.0,251574.0,14401300.628939329,162582194.2533728,30283293547737.0
2022-06-18,654430.0,251574.0,14401300.628939329,162582194.2533728,30283293547737.0
2022-06-19,654430.0,199777.0,16242774.013369894,200216961.44165352,30283293547737.0
2022-06-20,605998.0,199777.0,16242774.013369894,200216961.44165352,30283293547737.0
2022-06-21,605998.0,254438.0,20006142.935754422,225808603.12968442,30283293547737.0
2022-06-22,639691.0,254438.0,20006142.935754422,225808603.12968442,30283293547737.0
2022-06-23,639691.0,255213.0,20024451.814883567,223431040.49785998,29570168636358.0
2022-06-24,650157.0,255213.0,20024451.814883567,223431040.49785998,29570168636358.0
2022-06-25,650157.0,218017.0,20329812.478044495,221961099.44195303,29570168636358.0
2022-06-26,528289.0,218017.0,20329812.478044495,221961099.44195303,29570168636358.0
2022-06-27,528289.0,258883.0,18196705.11645031,199911983.60334843,29570168636358.0
2022-06-28,624229.0,258883.0,18196705.11645031,199911983.60334843,29570168636358.0
2022-06-29,624229.0,265079.0,19294230.33796317,221961099.44195303,29570168636358.0
2022-06-30,699397.0,265079.0,19294230.33796317,221961099.44195303,29570168636358.0
2022-07-01,699397.0,271874.0,16732216.51579779,196972101.49153444,29570168636358.0
2022-07-02,614214.0,271874.0,16732216.51579779,196972101.49153444,29570168636358.0
2022-07-03,614214.0,206333.0,18764021.978929583,227840863.6655809,29570168636358.0
2022-07-04,610225.0,206333.0,18764021.978929583,227840863.6655809,29570168636358.0
2022-07-05,610225.0,245829.0,15144619.104130745,173453044.59702292,29570168636358.0
2022-07-06,687966.0,245829.0,15144619.104130745,173453044.59702292,29570168636358.0
2022-07-07,687966.0,281435.0,20869123.264439654,227544125.37384427,29155457214820.32
2022-07-08,682201.0,281435.0,20869123.264439654,227544125.37384427,29155457214820.32
2022-07-09,682201.0,220708.0,18735674.272919107,194191927.5551512,29152798808272.0
2022-07-10,523353.0,220708.0,18735674.272919107,194191927.5551512,29152798808272.0
2022-07-11,523353.0,229482.0,16078738.285628874,178250799.1737582,29152798808272.0
2022-07-12,657668.0,229482.0,16078738.285628874,178250799.1737582,29152798808272.0
2022-07-13,657668.0,222657.0,13928315.139691427,159411283.8139301,29152798808272.0
2022-07-14,685931.0,222657.0,13928315.139691427,159411283.8139301,29152798808272.0
2022-07-15,685931.0,269269.0,18967211.435173098,205785475.4688916,29152798808272.0
2022-07-16,577967.0,269269.0,18967211.435173098,205785475.4688916,29152798808272.0
2022-07-17,577967.0,202157.0,17327703.097352717,179699992.6629758,29152798808272.0
2022-07-18,611990.0,202157.0,17327703.097352717,179699992.6629758,29152798808272.0
2022-07-19,611990.0,279950.0,19972141.1063353,199988701.51202142,29152798808272.0
2022-07-20,642244.0,279950.0,19972141.1063353,199988701.51202142,29152798808272.0
2022-07-21,642244.0,273976.0,20768206.558513064,199187652.45519632,28827135813162.805
2022-07-22,650694.0,273976.0,20768206.558513064,199187652.45519632,28827135813162.805
2022-07-23,650694.0,223744.0,21918540.32658128,211997173.07851613,27692567959234.0
2022-07-24,531268.0,223744.0,21918540.32658128,211997173.07851613,27692567959234.0
2022-07-25,531268.0,253417.0,20068081.035220552,195477912.83863172,27692567959234.0
2022-07-26,655695.0,253417.0,20068081.035220552,195477912.83863172,27692567959234.0
2022-07-27,655695.0,255930.0,22439607.328241665,227139828.29841012,27692567959234.0
2022-07-28,697022.0,255930.0,22439607.328241665,227139828.29841012,27692567959234.0
2022-07-29,697022.0,281608.0,22164587.54094538,200984332.91859323,27692567959234.0
2022-07-30,601643.0,281608.0,22164587.54094538,200984332.91859323,27692567959234.0
2022-07-31,601643.0,209042.0,22797365.361192845,209243963.0385354,27692567959234.0
2022-08-01,635502.0,209042.0,22797365.361192845,209243963.0385354,27692567959234.0
2022-08-02,635502.0,266968.0,22887535.789081786,213373778.09850645,27692567959234.0
2022-08-03,693063.0,266968.0,22887535.789081786,213373778.09850645,27692567959234.0
2022-08-04,693063.0,279707.0,19247521.080682665,183173748.80206442,27915356836850.324
2022-08-05,687443.0,279707.0,19247521.080682665,183173748.80206442,27915356836850.324
2022-08-06,687443.0,237677.0,23640706.63329386,225491829.07577893,28174668481289.0
2022-08-07,522072.0,237677.0,23640706.63329386,225491829.07577893,28174668481289.0
2022-08-08,522072.0,256582.0,22072627.08704081,201682132.83796376,28174668481289.0
2022-08-09,646055.0,256582.0,22072627.08704081,201682132.83796376,28174668481289.0
2022-08-10,646055.0,264566.0,22048657.032706514,207284414.30568495,28174668481289.0
2022-08-11,725127.0,264566.0,22048657.032706514,207284414.30568495,28174668481289.0
2022-08-12,725127.0,273661.0,23487535.54544685,215687836.5072668,28174668481289.0
2022-08-13,613804.0,273661.0,23487535.54544685,215687836.5072668,28174668481289.0
2022-08-14,613804.0,205350.0,20561929.591036644,186275858.8017304,28174668481289.0
2022-08-15,620533.0,205350.0,20561929.591036644,186275858.8017304,28174668481289.0
2022-08-16,620533.0,273896.0,22451185.11887194,207284414.30568495,28174668481289.0
2022-08-17,648642.0,273896.0,22451185.11887194,207284414.30568495,28174668481289.0
2022-08-18,648642.0,291921.0,21426691.80720861,202403376.03316846,28275424991711.293
2022-08-19,736405.0,291921.0,21426691.80720861,202403376.03316846,28275424991711.293
2022-08-20,736405.0,222722.0,19906048.078724258,209995536.33219454,28351606743494.0
2022-08-21,549247.0,222722.0,19906048.078724258,209995536.33219454,28351606743494.0
2022-08-22,549247.0,250534.0,20049502.855463784,204358072.2695853,28351606743494.0
2022-08-23,641154.0,250534.0,20049502.855463784,204358072.2695853,28351606743494.0
2022-08-24,641154.0,256606.0,19789812.78474593,205767438.2852376,28351606743494.0
2022-08-25,656808.0,256606.0,19789812.78474593,205767438.2852376,28351606743494.0
2022-08-26,656808.0,262722.0,23607458.78269579,248048418.754807,28351606743494.0
2022-08-27,605125.0,262722.0,23607458.78269579,248048418.754807,28351606743494.0
2022-08-28,605125.0,202109.0,20531551.535323694,226907928.52002233,28351606743494.0
2022-08-29,641513.0,202109.0,20531551.535323694,226907928.52002233,28351606743494.0
2022-08-30,641513.0,262445.0,20898311.567606837,228317294.5356746,28351606743494.0
2022-08-31,652024.0,262445.0,20898311.567606837,228317294.5356746,28351606743494.0
2022-09-01,652024.0,268022.0,17519322.333246782,212503108.15739748,30977051760460.0
2022-09-02,710783.0,268022.0,17519322.333246782,212503108.15739748,30977051760460.0
2022-09-03,710783.0,242597.0,18503841.810108278,226362006.5154886,30977051760460.0
2022-09-04,541540.0,242597.0,18503841.810108278,226362006.5154886,30977051760460.0
2022-09-05,541540.0,250179.0,19217857.628245473,235601272.08754936,30977051760460.0
2022-09-06,657784.0,250179.0,19217857.628245473,235601272.08754936,30977051760460.0
2022-09-07,657784.0,265239.0,17522524.6768538,224822128.92014512,30977051760460.0
2022-09-08,685564.0,265239.0,17522524.6768538,224822128.92014512,30977051760460.0
2022-09-09,685564.0,290849.0,19406879.308704853,226362006.5154886,30977051760460.0
2022-09-10,646199.0,290849.0,19406879.308704853,226362006.5154886,30977051760460.0
2022-09-11,646199.0,220361.0,25190836.06469254,281797599.94785315,30977051760460.0
2022-09-12,665425.0,220361.0,25190836.06469254,281797599.94785315,30977051760460.0
2022-09-13,665425.0,260108.0,18880378.13599022,211972242.0735515,31125211237044.066
2022-09-14,687667.0,260108.0,18880378.13599022,211972242.0735515,31125211237044.066
2022-09-15,687667.0,277041.0,18722547.16017402,234168569.26233754,32045359565303.0
2022-09-16,706574.0,277041.0,18722547.16017402,234168569.26233754,32045359565303.0
2022-09-17,706574.0,247863.0,22046267.351943973,270807188.94283926,32045359565303.0
2022-09-18,556563.0,247863.0,22046267.351943973,270807188.94283926,32045359565303.0
2022-09-19,556563.0,253795.0,15916507.708788954,207087850.36805362,32045359565303.0
2022-09-20,650202.0,253795.0,15916507.708788954,207087850.36805362,32045359565303.0
2022-09-21,650202.0,260924.0,17044371.760123417,224610668.47611964,32045359565303.0
2022-09-22,614742.0,260924.0,17044371.760123417,224610668.47611964,32045359565303.0
2022-09-23,614742.0,281419.0,16388196.049952148,215052767.68990183,32045359565303.0
2022-09-24,588364.0,281419.0,16388196.049952148,215052767.68990183,32045359565303.0
2022-09-25,588364.0,212009.0,18123081.63232435,234168569.26233754,32045359565303.0
2022-09-26,614435.0,212009.0,18123081.63232435,234168569.26233754,32045359565303.0
2022-09-27,614435.0,271117.0,16499416.47586462,205494866.90368393,32045359565303.0
2022-09-28,620268.0,271117.0,16499416.47586462,205494866.90368393,32045359565303.0
2022-09-29,620268.0,267342.0,17625877.85463125,222928606.67506388,31360548173145.0
2022-09-30,717755.0,267342.0,17625877.85463125,222928606.67506388,31360548173145.0
2022-10-01,717755.0,241993.0,22356100.356481753,282168376.2810249,31360548173145.0
2022-10-02,570649.0,241993.0,22356100.356481753,282168376.2810249,31360548173145.0
2022-10-03,570649.0,273820.0,18822692.57300482,240076961.03468415,31360548173145.0
2022-10-04,655477.0,273820.0,18822692.57300482,240076961.03468415,31360548173145.0
2022-10-05,655477.0,267021.0,22220525.211607706,272814728.44850475,31360548173145.0
2022-10-06,677796.0,267021.0,22220525.211607706,272814728.44850475,31360548173145.0
2022-10-07,677796.0,270191.0,21329735.82923857,266578963.2268246,31360548173145.0
2022-10-08,610636.0,270191.0,21329735.82923857,266578963.2268246,31360548173145.0
2022-10-09,610636.0,211238.0,19801812.92339956,246312726.25636423,31360548173145.0
2022-10-10,619704.0,211238.0,19801812.92339956,246312726.25636423,31360548173145.0
2022-10-11,619704.0,266451.0,19592269.926100034,277924882.20287925,35610794164372.0
2022-10-12,646003.0,266451.0,19592269.926100034,277924882.20287925,35610794164372.0
2022-10-13,646003.0,281093.0,17339850.420349475,253141771.68797284,35610794164372.0
2022-10-14,694651.0,281093.0,17339850.420349475,253141771.68797284,35610794164372.0
2022-10-15,694651.0,241758.0,18603429.731474027,269073771.3046984,35610794164372.0
2022-10-16,558957.0,241758.0,18603429.731474027,269073771.3046984,35610794164372.0
2022-10-17,558957.0,260471.0,18438405.724884216,265533326.94542602,35610794164372.0
2022-10-18,615413.0,260471.0,18438405.724884216,265533326.94542602,35610794164372.0
2022-10-19,615413.0,263517.0,18709672.39499181,267303549.1250622,35610794164372.0
2022-10-20,633545.0,263517.0,18709672.39499181,267303549.1250622,35610794164372.0
2022-10-21,633545.0,270741.0,18823653.62509549,276154660.02324307,35610794164372.0
2022-10-22,598580.0,270741.0,18823653.62509549,276154660.02324307,35610794164372.0
2022-10-23,598580.0,217872.0,18817002.899194233,274506216.9071191,35626599175758.016
2022-10-24,629949.0,217872.0,18817002.899194233,274506216.9071191,35626599175758.016
2022-10-25,629949.0,248540.0,15262936.713037344,223395628.7898574,36835682546788.0
2022-10-26,683262.0,248540.0,15262936.713037344,223395628.7898574,36835682546788.0
2022-10-27,683262.0,267995.0,17781054.472137854,247200081.03795698,36835682546788.0
2022-10-28,679257.0,267995.0,17781054.472137854,247200081.03795698,36835682546788.0
2022-10-29,679257.0,252661.0,18889102.554937232,261848974.7290952,36835682546788.0
2022-10-30,594597.0,252661.0,18889102.554937232,261848974.7290952,36835682546788.0
2022-10-31,594597.0,284125.0,22491183.834946454,316782326.0708633,36835682546788.0
2022-11-01,666319.0,284125.0,22491183.834946454,316782326.0708633,36835682546788.0
2022-11-02,666319.0,257467.0,15923465.095997136,223395628.7898574,36835682546788.0
2022-11-03,716406.0,257467.0,15923465.095997136,223395628.7898574,36835682546788.0
2022-11-04,716406.0,281515.0,17095479.28911212,236213410.7696033,36835682546788.0
2022-11-05,648416.0,281515.0,17095479.28911212,236213410.7696033,36835682546788.0
2022-11-06,648416.0,223404.0,18479805.99848374,250862304.46074155,36835682546788.0
2022-11-07,643216.0,223404.0,18479805.99848374,250862304.46074155,36835682546788.0
2022-11-08,643216.0,295778.0,20378818.583838027,297875786.9173795,36762198818467.0
2022-11-09,754032.0,295778.0,20378818.583838027,297875786.9173795,36762198818467.0
2022-11-10,754032.0,292831.0,15963715.774192441,268636445.8702748,36762198818467.0
2022-11-11,747386.0,292831.0,15963715.774192441,268636445.8702748,36762198818467.0
2022-11-12,747386.0,239254.0,17874099.03663277,305185622.17915577,36762198818467.0
2022-11-13,656286.0,239254.0,17874099.03663277,305185622.17915577,36762198818467.0
2022-11-14,656286.0,242416.0,13223056.11507164,224777434.2996177,36762198818467.0
2022-11-15,703644.0,242416.0,13223056.11507164,224777434.2996177,36762198818467.0
2022-11-16,703644.0,268373.0,16237808.609929381,274118822.31660694,36762198818467.0
2022-11-17,636467.0,268373.0,16237808.609929381,274118822.31660694,36762198818467.0
2022-11-18,636467.0,282091.0,15266118.620391032,254016775.34672245,36762198818467.0
2022-11-19,647807.0,282091.0,15266118.620391032,254016775.34672245,36762198818467.0
2022-11-20,647807.0,229923.0,15982750.015998334,272375605.3694332,36773572356982.41
2022-11-21,661220.0,229923.0,15982750.015998334,272375605.3694332,36773572356982.41
2022-11-22,661220.0,253235.0,12966806.15387219,231439196.90173405,36950494067222.0
2022-11-23,696412.0,253235.0,12966806.15387219,231439196.90173405,36950494067222.0
2022-11-24,696412.0,254639.0,13846331.44830637,236949653.97082296,36950494067222.0
2022-11-25,640008.0,254639.0,13846331.44830637,236949653.97082296,36950494067222.0
2022-11-26,640008.0,229735.0,11674337.0162286,200213273.51023027,36950494067222.0
2022-11-27,568789.0,229735.0,11674337.0162286,200213273.51023027,36950494067222.0
2022-11-28,568789.0,262636.0,14875224.88563531,255317844.20111936,36950494067222.0
2022-11-29,658815.0,262636.0,14875224.88563531,255317844.20111936,36950494067222.0
2022-11-30,658815.0,271416.0,15034912.97575721,253481025.1780897,36950494067222.0
2022-12-01,704310.0,271416.0,15034912.97575721,253481025.1780897,36950494067222.0
2022-12-02,704310.0,271725.0,13741034.339038419,229602377.87870446,36950494067222.0
2022-12-03,650867.0,271725.0,13741034.339038419,229602377.87870446,36950494067222.0
2022-12-04,650867.0,219810.0,15184340.833291633,257154663.22414896,36950494067222.0
2022-12-05,654949.0,219810.0,15184340.833291633,257154663.22414896,36950494067222.0
2022-12-06,654949.0,262438.0,14725089.485199377,231289584.01772717,34464833739061.23
2022-12-07,652144.0,262438.0,14725089.485199377,231289584.01772717,34464833739061.23
2022-12-08,652144.0,263838.0,17938099.11542059,284283257.94883054,34244331613176.0
2022-12-09,662365.0,263838.0,17938099.11542059,284283257.94883054,34244331613176.0
2022-12-10,662365.0,241668.0,17384313.195406716,262153423.49772403,34244331613176.0
2022-12-11,570664.0,241668.0,17384313.195406716,262153423.49772403,34244331613176.0
2022-12-12,570664.0,262646.0,15426960.975362785,243428178.96217236,34244331613176.0
2022-12-13,710573.0,262646.0,15426960.975362785,243428178.96217236,34244331613176.0
2022-12-14,710573.0,276441.0,16824168.350794345,251939653.75105944,34244331613176.0
2022-12-15,691792.0,276441.0,16824168.350794345,251939653.75105944,34244331613176.0
2022-12-16,691792.0,254176.0,14457172.527777765,221298344.51106575,34244331613176.0
2022-12-17,675840.0,254176.0,14457172.527777765,221298344.51106575,34244331613176.0
2022-12-18,675840.0,212673.0,15369367.34579528,246832768.87772718,34244331613176.0
2022-12-19,625817.0,212673.0,15369367.34579528,246832768.87772718,34244331613176.0
2022-12-20,625817.0,268893.0,15203920.126164537,246114015.1556391,35364065900457.0
2022-12-21,653064.0,268893.0,15203920.126164537,246114015.1556391,35364065900457.0
2022-12-22,653064.0,271181.0,14445678.738210894,237324228.90008065,35364065900457.0
2022-12-23,680283.0,271181.0,14445678.738210894,237324228.90008065,35364065900457.0
2022-12-24,680283.0,213339.0,9886179.74795384,156458195.34894204,35364065900457.0
2022-12-25,522307.0,213339.0,9886179.74795384,156458195.34894204,35364065900457.0
2022-12-26,522307.0,223504.0,14104102.296292609,226776485.39341035,35364065900457.0
2022-12-27,593337.0,223504.0,14104102.296292609,226776485.39341035,35364065900457.0
2022-12-28,593337.0,272949.0,17844731.47947442,295336818.18676704,35364065900457.0
2022-12-29,668338.0,272949.0,17844731.47947442,295336818.18676704,35364065900457.0
2022-12-30,668338.0,291015.0,16715350.712628447,277757245.6756499,35364065900457.0
2022-12-31,618594.0,291015.0,16715350.712628447,277757245.6756499,35364065900457.0
2023-01-01,618594.0,187516.0,16173353.596591791,272483373.92231476,35364065900457.0
2023-01-02,575250.0,187516.0,16173353.596591791,272483373.92231476,35364065900457.0
2023-01-03,575250.0,272055.0,16511361.794084923,261883481.8059322,34209069922954.273
2023-01-04,652878.0,272055.0,16511361.794084923,261883481.8059322,34209069922954.273
2023-01-05,652878.0,279391.0,17190903.00793761,266083690.039913,34093570325204.0
2023-01-06,685990.0,279391.0,17190903.00793761,266083690.039913,34093570325204.0
2023-01-07,685990.0,246679.0,16669607.643204877,260999288.3194051,34093570325204.0
2023-01-08,565595.0,246679.0,16669607.643204877,260999288.3194051,34093570325204.0
2023-01-09,565595.0,287347.0,16568165.610140678,257609687.17239982,34093570325204.0
2023-01-10,695664.0,287347.0,16568165.610140678,257609687.17239982,34093570325204.0
2023-01-11,695664.0,287494.0,16247214.47177786,249135684.30488667,34093570325204.0
2023-01-12,717816.0,287494.0,16247214.47177786,249135684.30488667,34093570325204.0
2023-01-13,717816.0,316549.0,19299222.303412113,269473291.1869182,34093570325204.0
2023-01-14,725858.0,316549.0,19299222.303412113,269473291.1869182,34093570325204.0
2023-01-15,725858.0,252086.0,21360708.697110046,280250606.7848099,34586995580398.72
2023-01-16,677371.0,252086.0,21360708.697110046,280250606.7848099,34586995580398.72
2023-01-17,677371.0,308715.0,20950317.645466994,291506527.527517,37590453655497.0
2023-01-18,681758.0,308715.0,20950317.645466994,291506527.527517,37590453655497.0
2023-01-19,681758.0,298919.0,19225531.967102878,270951580.07365364,37590453655497.0
2023-01-20,702080.0,298919.0,19225531.967102878,270951580.07365364,37590453655497.0
2023-01-21,702080.0,287860.0,20109654.849325083,257871158.96664968,37590453655497.0
2023-01-22,610248.0,287860.0,20109654.849325083,257871158.96664968,37590453655497.0
2023-01-23,610248.0,293709.0,22867527.707946565,295243790.7009466,37590453655497.0
2023-01-24,660507.0,293709.0,22867527.707946565,295243790.7009466,37590453655497.0
2023-01-25,660507.0,306681.0,25676773.61340148,327010527.67509925,37590453655497.0
2023-01-26,669489.0,306681.0,25676773.61340148,327010527.67509925,37590453655497.0
2023-01-27,669489.0,303179.0,22429274.151801877,287769264.3540873,37590453655497.0
2023-01-28,637939.0,303179.0,22429274.151801877,287769264.3540873,37590453655497.0
2023-01-29,637939.0,258583.0,23801445.138934355,311001352.7915209,38858880377385.3
2023-01-30,667280.0,258583.0,23801445.138934355,311001352.7915209,38858880377385.3
2023-01-31,667280.0,313500.0,16954037.602669094,224956785.42909947,39350942467773.0
2023-02-01,745886.0,313500.0,16954037.602669094,224956785.42909947,39350942467773.0
2023-02-02,745886.0,340169.0,22100256.867046896,283641164.23669064,39350942467773.0
2023-02-03,738211.0,340169.0,22100256.867046896,283641164.23669064,39350942467773.0
2023-02-04,738211.0,304495.0,20355870.134656116,266035850.5944133,39350942467773.0
2023-02-05,594717.0,304495.0,20355870.134656116,266035850.5944133,39350942467773.0
2023-02-06,594717.0,301977.0,21621117.121486917,289509602.11744976,39350942467773.0
2023-02-07,688379.0,301977.0,21621117.121486917,289509602.11744976,39350942467773.0
2023-02-08,688379.0,316963.0,20351657.38350813,269948142.5149194,39350942467773.0
2023-02-09,783722.0,316963.0,20351657.38350813,269948142.5149194,39350942467773.0
2023-02-10,783722.0,300092.0,20573391.75123331,287553456.1571967,39350942467773.0
2023-02-11,654726.0,300092.0,20573391.75123331,287553456.1571967,39350942467773.0
2023-02-12,654726.0,259642.0,22415712.264169145,313943411.7760057,39226483659863.44
2023-02-13,666916.0,259642.0,22415712.264169145,313943411.7760057,39226483659863.44
2023-02-14,666916.0,302653.0,21647341.400688175,299757181.5196575,39156400059293.0
2023-02-15,723537.0,302653.0,21647341.400688175,299757181.5196575,39156400059293.0
2023-02-16,723537.0,344711.0,28291380.22294443,348419061.63648504,39156400059293.0
2023-02-17,716489.0,344711.0,28291380.22294443,348419061.63648504,39156400059293.0
2023-02-18,716489.0,276798.0,26343409.639495973,327007834.38508093,39156400059293.0
2023-02-19,569883.0,276798.0,26343409.639495973,327007834.38508093,39156400059293.0
2023-02-20,569883.0,270081.0,24027013.111182638,286131855.0869458,39156400059293.0
2023-02-21,654981.0,270081.0,24027013.111182638,286131855.0869458,39156400059293.0
2023-02-22,654981.0,282319.0,21468764.329053212,272506528.65423405,39156400059293.0
2023-02-23,693262.0,282319.0,21468764.329053212,272506528.65423405,39156400059293.0
2023-02-24,693262.0,294562.0,20417436.704952147,262774152.6308686,39156400059293.0
2023-02-25,626600.0,294562.0,20417436.704952147,262774152.6308686,39156400059293.0
2023-02-26,626600.0,277103.0,24782400.469027933,359556658.1833338,43053844193928.0
2023-02-27,644967.0,277103.0,24782400.469027933,359556658.1833338,43053844193928.0
2023-02-28,644967.0,332358.0,20630776.02077309,293209893.8756949,43053844193928.0
2023-03-01,826824.0,332358.0,20630776.02077309,293209893.8756949,43053844193928.0
2023-03-02,826824.0,330047.0,21657536.22815396,308191421.3000004,43053844193928.0
2023-03-03,807383.0,330047.0,21657536.22815396,308191421.3000004,43053844193928.0
2023-03-04,807383.0,306300.0,21944599.480469976,325313166.92777824,43053844193928.0
2023-03-05,630099.0,306300.0,21944599.480469976,325313166.92777824,43053844193928.0
2023-03-06,630099.0,316016.0,19320752.866531476,282508802.8583337,43053844193928.0
2023-03-07,771846.0,316016.0,19320752.866531476,282508802.8583337,43053844193928.0
2023-03-08,771846.0,292493.0,18928979.35012383,284649021.0618059,43053844193928.0
2023-03-09,700965.0,292493.0,18928979.35012383,284649021.0618059,43053844193928.0
2023-03-10,700965.0,329334.0,17894803.56988819,291564668.6842239,43127061549760.65
2023-03-11,721567.0,329334.0,17894803.56988819,291564668.6842239,43127061549760.65
2023-03-12,721567.0,265555.0,21186496.49970484,348559824.50563854,43551722213590.0
2023-03-13,725571.0,265555.0,21186496.49970484,348559824.50563854,43551722213590.0
2023-03-14,725571.0,327892.0,23955889.051380202,316085306.6945542,43551722213590.0
2023-03-15,750215.0,327892.0,23955889.051380202,316085306.6945542,43551722213590.0
2023-03-16,750215.0,295049.0,21513991.934607737,290105692.4456867,43551722213590.0
2023-03-17,768841.0,295049.0,21513991.934607737,290105692.4456867,43551722213590.0
2023-03-18,768841.0,296890.0,28644944.5912276,350724792.3597108,43551722213590.0
2023-03-19,619482.0,296890.0,28644944.5912276,350724792.3597108,43551722213590.0
2023-03-20,619482.0,341288.0,27627804.86632807,333405049.5271326,43551722213590.0
2023-03-21,708659.0,341288.0,27627804.86632807,333405049.5271326,43551722213590.0
2023-03-22,708659.0,297575.0,29225710.419680897,344229888.79749393,43551722213590.0
2023-03-23,677191.0,297575.0,29225710.419680897,344229888.79749393,43551722213590.0
2023-03-24,677191.0,292095.0,29533422.016249567,377232885.49311894,46843400286277.0
2023-03-25,659846.0,292095.0,29533422.016249567,377232885.49311894,46843400286277.0
2023-03-26,659846.0,261243.0,25539403.027980726,335318120.4383279,46843400286277.0
2023-03-27,668827.0,261243.0,25539403.027980726,335318120.4383279,46843400286277.0
2023-03-28,668827.0,316281.0,23379336.215017386,312032139.85233283,46843400286277.0
2023-03-29,727221.0,316281.0,23379336.215017386,312032139.85233283,46843400286277.0
2023-03-30,727221.0,326347.0,28612052.69058096,360932699.0829224,46843400286277.0
2023-03-31,732643.0,326347.0,28612052.69058096,360932699.0829224,46843400286277.0
2023-04-01,732643.0,319646.0,25771404.496490154,326003728.2039299,46843400286277.0
2023-04-02,659613.0,319646.0,25771404.496490154,326003728.2039299,46843400286277.0
2023-04-03,659613.0,332870.0,23697637.145516127,305046345.6765345,46843400286277.0
2023-04-04,809319.0,332870.0,23697637.145516127,305046345.6765345,46843400286277.0
2023-04-05,809319.0,346885.0,25533999.319590658,323675130.1453304,46843400286277.0
2023-04-06,740308.0,346885.0,25533999.319590658,323675130.1453304,46843400286277.0
2023-04-07,740308.0,355031.0,25883474.596045014,338032942.16648775,47887764338536.0
2023-04-08,661759.0,355031.0,25883474.596045014,338032942.16648775,47887764338536.0
2023-04-09,661759.0,278404.0,25984841.21278582,347554996.87540287,47887764338536.0
2023-04-10,633252.0,278404.0,25984841.21278582,347554996.87540287,47887764338536.0
2023-04-11,633252.0,385002.0,30278886.883851,366599106.2932332,47887764338536.0
2023-04-12,714277.0,385002.0,30278886.883851,366599106.2932332,47887764338536.0
2023-04-13,714277.0,332042.0,27603326.707211237,338032942.16648775,47887764338536.0
2023-04-14,729076.0,332042.0,27603326.707211237,338032942.16648775,47887764338536.0
2023-04-15,729076.0,276185.0,31009798.333244104,376121161.0021483,47887764338536.0
2023-04-16,558992.0,276185.0,31009798.333244104,376121161.0021483,47887764338536.0
2023-04-17,558992.0,316193.0,29788462.913373288,368979619.9704619,47887764338536.0
2023-04-18,680093.0,316193.0,29788462.913373288,368979619.9704619,47887764338536.0
2023-04-19,680093.0,301722.0,26367118.299820937,330891401.13480145,47887764338536.0
2023-04-20,675813.0,301722.0,26367118.299820937,330891401.13480145,47887764338536.0
2023-04-21,675813.0,352218.0,26017667.261768978,351118490.9644334,48712405953118.0
2023-04-22,652782.0,352218.0,26017667.261768978,351118490.9644334,48712405953118.0
2023-04-23,652782.0,432760.0,25740162.140966076,355961504.6329083,48712405953118.0
2023-04-24,634746.0,432760.0,25740162.140966076,355961504.6329083,48712405953118.0
2023-04-25,634746.0,369843.0,22252108.61633086,302688354.2796839,48712405953118.0
2023-04-26,668682.0,369843.0,22252108.61633086,302688354.2796839,48712405953118.0
2023-04-27,668682.0,418912.0,25220465.91221518,314795888.4508713,48712405953118.0
2023-04-28,725813.0,418912.0,25220465.91221518,314795888.4508713,48712405953118.0
2023-04-29,725813.0,486031.0,26352027.404240478,331746436.2905336,48712405953118.0
2023-04-30,612597.0,486031.0,26352027.404240478,331746436.2905336,48712405953118.0
2023-05-01,612597.0,682281.0,35120914.85198403,440714243.83121973,48712405953118.0
2023-05-02,620729.0,682281.0,35120914.85198403,440714243.83121973,48712405953118.0
2023-05-03,620729.0,489559.0,28706505.872158974,341432463.6274834,48712405953118.0
2023-05-04,680011.0,489559.0,28706505.872158974,341432463.6274834,48712405953118.0
2023-05-05,680011.0,411429.0,25724804.124775995,283977798.47865146,48005534313579.0
2023-05-06,619770.0,411429.0,25724804.124775995,283977798.47865146,48005534313579.0
2023-05-07,619770.0,607883.0,36809638.64957858,331705159.5675005,48005534313579.0
2023-05-08,552358.0,607883.0,36809638.64957858,331705159.5675005,48005534313579.0
2023-05-09,552358.0,598256.0,38255911.8781401,360341576.2208098,48005534313579.0
2023-05-10,686423.0,598256.0,38255911.8781401,360341576.2208098,48005534313579.0
2023-05-11,686423.0,546549.0,31079349.01717088,360341576.2208098,48005534313579.0
2023-05-12,604937.0,546549.0,31079349.01717088,360341576.2208098,48005534313579.0
2023-05-13,604937.0,575640.0,27237496.705574512,346023367.89415514,48005534313579.0
2023-05-14,565005.0,575640.0,27237496.705574512,346023367.89415514,48005534313579.0
2023-05-15,565005.0,526379.0,27603389.649954077,350796104.00303996,48005534313579.0
2023-05-16,625496.0,526379.0,27603389.649954077,350796104.00303996,48005534313579.0
2023-05-17,625496.0,583454.0,29549110.27574375,381818888.7107919,48005534313579.0
2023-05-18,603811.0,583454.0,29549110.27574375,381818888.7107919,48005534313579.0
2023-05-19,603811.0,515474.0,28738962.120203372,369469365.7613961,49549703178593.0
